126 6
121 122 1.1694079921728449
121 123 -2.250475700834273
121 124 1.2894227513303587
121 125 3.648683195436121
121 126 -0.745128414029843
122 121 3.5775957962626546
122 122 -0.45648375308073186
122 123 -2.3734338705260343
122 124 1.594104549854749
122 125 -1.4371929586097687
122 126 -0.8673921588617562
123 121 4.119971362709657
123 122 -0.7138867631681309
123 123 2.310153489318377
123 124 -4.858809294432871
123 125 1.2428301654143001
123 126 -1.2695309554519527
124 121 -4.253599672978936
124 122 3.858261017986794
124 123 0.6627402225466676
124 124 4.005573332037253
124 125 -2.284443908421029
124 126 -2.751780902613262
125 121 -1.5528943076461093
125 122 1.6569323953206898
125 123 2.7000612016108527
125 124 -3.4440555021206616
125 125 -0.6197948370687764
125 126 3.3325191604779247
126 121 -0.5473848977647034
126 122 -4.52095293924645
126 123 -0.7075304655901126
126 124 3.560531861800418
126 125 1.6299390230497512
126 126 2.651716745982651
121 119 0.02859158060276059
121 120 0.08679024997299746
122 119 0.05439882665621134
122 120 0.18515554739147083
123 119 0.08494544279257514
123 120 0.1653581169391908
124 119 0.01982683299207877
124 120 0.2509050485612345
125 119 0.12870559517085864
125 120 0.22473276534983874
126 119 0.22261673185506117
126 120 0.15476599210156433
